id,match,match_label,set,set_label,clue,solution,right,wrong,right_team,right_team_label,wrong_team,wrong_team_label,#
1,1,S01E01: Lapsed Psychologists [18 | 12] Knitters,1,Dishes made using eggs,MRN G,MERINGUE,"[4,5]",[],2,Knitters,,,1
4459,336,S15E24: Orwellians [12 | 20] Turophiles,1247,Words with four Ts,NT RMTT NT,INTERMITTENT,[722],[],264,Orwellians,,,2
4460,336,S15E24: Orwellians [12 | 20] Turophiles,1247,Words with four Ts,S TTTT,STATUETTE,[],[],,,,,3
4461,337,S15E25: Forrests [14 | 15] Suits,1248,They can travel on ice,ZMB N,(A) ZAMBONI,[668],[],257,Forrests,,,1
4462,337,S15E25: Forrests [14 | 15] Suits,1248,They can travel on ice,T RV LLN DD N,TORVILL AND DEAN,[],[],,,,,2
4463,337,S15E25: Forrests [14 | 15] Suits,1248,They can travel on ice,C RLNG STN,(A) CURLING STONE,"[685,686]",[],251,Suits,,,3
4464,337,S15E25: Forrests [14 | 15] Suits,1248,They can travel on ice,SB RN HSK Y,(A) SIBERIAN HUSKY,[685],[],251,Suits,,,4
4465,337,S15E25: Forrests [14 | 15] Suits,1249,Football team opposites,MNC HST RDV DD,MANCHESTER DIVIDED,[668],[],257,Forrests,,,1
4466,337,S15E25: Forrests [14 | 15] Suits,1249,Football team opposites,QNFT HN RTH,QUEEN OF THE NORTH,[668],[],257,Forrests,,,2
4467,337,S15E25: Forrests [14 | 15] Suits,1249,Football team opposites,DCM LN,DC MILAN,[668],[],257,Forrests,,,3
4468,337,S15E25: Forrests [14 | 15] Suits,1249,Football team opposites,WG NLT HRG C,WIGAN LETHARGIC,[685],[],251,Suits,,,4
4469,337,S15E25: Forrests [14 | 15] Suits,1250,Prime Ministers and their autobiographies,WNS TNC HRC HLL NDM YRL YLF,WINSTON CHURCHILL AND MY EARLY LIFE,[668],[],257,Forrests,,,1
4470,337,S15E25: Forrests [14 | 15] Suits,1250,Prime Ministers and their autobiographies,GR DNB RW NND MYL FRT MS,"GORDON BROWN AND MY LIFE, OUR TIMES",[],"[668,685]",,,257,Forrests,2
4471,337,S15E25: Forrests [14 | 15] Suits,1250,Prime Ministers and their autobiographies,JM SCL LGH NND TMN DCH NC,JAMES CALLAGHAN AND TIME AND CHANCE,[668],[],257,Forrests,,,3
4472,338,S15E26: 007s [23 | 18] Turophiles,1251,They carry batons,RTP LC MN,(A) RIOT POLICEMAN,[],[],,,,,1
4473,338,S15E26: 007s [23 | 18] Turophiles,1251,They carry batons,SRS MNRT TL,SIR SIMON RATTLE,[706],[],259,007s,,,2
4474,338,S15E26: 007s [23 | 18] Turophiles,1251,They carry batons,FR NC HBKR,(A) FRENCH BAKER,[718],[],263,Turophiles,,,3
4475,338,S15E26: 007s [23 | 18] Turophiles,1251,They carry batons,KR SSK BS,KRISS AKABUSI,[705],[],259,007s,,,4
4476,338,S15E26: 007s [23 | 18] Turophiles,1252,"Animal, vegetable, mineral",RDVR KCR RTGY PSM,"AARDVARK, CARROT, GYPSUM",[706],[],259,007s,,,1
4477,338,S15E26: 007s [23 | 18] Turophiles,1252,"Animal, vegetable, mineral",CH MPN ZCL FL WRB XT,"CHIMPANZEE, CAULIFLOWER, BAUXITE",[706],[],259,007s,,,2
4478,338,S15E26: 007s [23 | 18] Turophiles,1252,"Animal, vegetable, mineral",DGCR GTTQR TZ,"DOG, COURGETTE, QUARTZ","[718,719]",[],263,Turophiles,,,3
4479,338,S15E26: 007s [23 | 18] Turophiles,1252,"Animal, vegetable, mineral",MR KTR DSHP L,"MEERKAT, RADISH, OPAL",[706],[],259,007s,,,4
4480,338,S15E26: 007s [23 | 18] Turophiles,1253,Names of emojis,THN KNGFC,THINKING FACE,[718],[],263,Turophiles,,,1
4481,338,S15E26: 007s [23 | 18] Turophiles,1253,Names of emojis,FCS CRM NG NFR,FACE SCREAMING IN FEAR,[719],[],263,Turophiles,,,2
4482,338,S15E26: 007s [23 | 18] Turophiles,1253,Names of emojis,SN VLMNK Y,SEE-NO-EVIL MONKEY,[],[],,,,,3
4483,339,S15E27: Forrests [22 | 18] Turophiles,1254,Back-to-front culinary dishes,TS TNB NS,TOAST ON BEANS,[718],[],263,Turophiles,,,1
4484,339,S15E27: Forrests [22 | 18] Turophiles,1254,Back-to-front culinary dishes,HLN THTD,HOLE-IN-THE-TOAD,[668],[],257,Forrests,,,2
4485,339,S15E27: Forrests [22 | 18] Turophiles,1254,Back-to-front culinary dishes,V NC Q,VIN AU COQ,[718],[],263,Turophiles,,,3
4486,339,S15E27: Forrests [22 | 18] Turophiles,1254,Back-to-front culinary dishes,FLG SBR RY,FOOL GOOSEBERRY,[719],[],263,Turophiles,,,4
4487,339,S15E27: Forrests [22 | 18] Turophiles,1255,Bands and landmarks they loosely rhyme with,THK NKSN DTHS PH NX,THE KINKS AND THE SPHINX,[668],[],257,Forrests,,,1
4488,339,S15E27: Forrests [22 | 18] Turophiles,1255,Bands and landmarks they loosely rhyme with,BL RNDS CRC R,BLUR AND SACRE COEUR,[668],[],257,Forrests,,,2
4489,339,S15E27: Forrests [22 | 18] Turophiles,1255,Bands and landmarks they loosely rhyme with,WZ RN DTHG RTP YR MDFG Z,WEEZER AND THE GREAT PYRAMID OF GIZA,[668],[],257,Forrests,,,3
4490,339,S15E27: Forrests [22 | 18] Turophiles,1255,Bands and landmarks they loosely rhyme with,WZ RNDT HLN NGT WRFP S,WEEZER AND THE LEANING TOWER OF PISA,[668],[],257,Forrests,,,4
4491,339,S15E27: Forrests [22 | 18] Turophiles,1256,Parts played by John Malkovich,HRC LPRT,HERCULE POIROT,[668],[],257,Forrests,,,1
4492,339,S15E27: Forrests [22 | 18] Turophiles,1256,Parts played by John Malkovich,JHNM LKV CH,JOHN MALKOVICH,[668],[],257,Forrests,,,2
4493,339,S15E27: Forrests [22 | 18] Turophiles,1256,Parts played by John Malkovich,G ST VKLM T,GUSTAV KLIMT,"[717,718]",[],263,Turophiles,,,3
4494,339,S15E27: Forrests [22 | 18] Turophiles,1256,Parts played by John Malkovich,TMR PLY,TOM RIPLEY,[719],[],263,Turophiles,,,4
4495,339,S15E27: Forrests [22 | 18] Turophiles,1257,Fantastic beasts and the books in which you'd find them,GR FFLN DT HGRF FL,GRUFFALO AND THE GRUFFALO,[],[],,,,,1
4496,340,S15E28: 007s [17 | 9] Suits,1258,Dickens novels minus one consonant,BRN BYRD,BARNABY RUDE,[705],[],259,007s,,,1
4497,340,S15E28: 007s [17 | 9] Suits,1258,Dickens novels minus one consonant,RM TLF ND,OUR MUTUAL FIEND,[705],[],259,007s,,,2
4498,340,S15E28: 007s [17 | 9] Suits,1258,Dickens novels minus one consonant,LV RTWT,OLIVER TWIT,[685],[],251,Suits,,,3
4499,340,S15E28: 007s [17 | 9] Suits,1258,Dickens novels minus one consonant,LKHS,LEAK HOUSE,"[684,685]",[],251,Suits,,,4
4500,340,S15E28: 007s [17 | 9] Suits,1259,Items of food and their approximate shape,GGN DVD,EGG AND OVOID,[706],[],259,007s,,,1
4501,340,S15E28: 007s [17 | 9] Suits,1259,Items of food and their approximate shape,RNGD GHN TND TRS,RING DOUGHNUT AND TORUS,[685],[],251,Suits,,,2
4502,340,S15E28: 007s [17 | 9] Suits,1259,Items of food and their approximate shape,P RNG LND HYPR BL CP RB LD,PRINGLE AND HYPERBOLIC PARABOLOID,[685],[],251,Suits,,,3
4503,340,S15E28: 007s [17 | 9] Suits,1259,Items of food and their approximate shape,D RT NDSS CLS TRNG L,DORITO AND ISOSCELES TRIANGLE,[685],[],251,Suits,,,4
4504,340,S15E28: 007s [17 | 9] Suits,1260,Idioms that mention two body parts,HND NHRT,HAND ON HEART,[706],[685],259,007s,251,Suits,1
4505,340,S15E28: 007s [17 | 9] Suits,1260,Idioms that mention two body parts,TN GNC HK,TONGUE IN CHEEK,[705],[],259,007s,,,2
4506,340,S15E28: 007s [17 | 9] Suits,1260,Idioms that mention two body parts,YSB GG RTH NY RBL LY,EYES BIGGER THAN YOUR BELLY,[],[],,,,,3
4507,341,S16E01: Pilgrims [19 | 22] Corkscrews,1261,Working animals,SH PDG,SHEEPDOG,[732],[],275,Corkscrews,,,1
4508,341,S16E01: Pilgrims [19 | 22] Corkscrews,1261,Working animals,DRGHTH RS,DRAUGHT HORSE,[729],[],274,Pilgrims,,,2
4509,341,S16E01: Pilgrims [19 | 22] Corkscrews,1261,Working animals,M SR,MOUSER,[],[],,,,,3
4510,341,S16E01: Pilgrims [19 | 22] Corkscrews,1261,Working animals,C RRR PGN,CARRIER PIGEON,"[727,729]",[],274,Pilgrims,,,4
4511,341,S16E01: Pilgrims [19 | 22] Corkscrews,1262,Phrases from famous posters,KPC LMND CRR YN,KEEP CALM AND CARRY ON,[731],[],275,Corkscrews,,,1
4512,341,S16E01: Pilgrims [19 | 22] Corkscrews,1262,Phrases from famous posters,B GBRT HRSWT CHNGY,BIG BROTHER IS WATCHING YOU,[732],[],275,Corkscrews,,,2
4513,341,S16E01: Pilgrims [19 | 22] Corkscrews,1262,Phrases from famous posters,SKGN SSSSB RCNG,SKEGNESS IS SO BRACING,[727],[],274,Pilgrims,,,3
4514,341,S16E01: Pilgrims [19 | 22] Corkscrews,1262,Phrases from famous posters,HP,HOPE,[],[],,,,,4
4515,341,S16E01: Pilgrims [19 | 22] Corkscrews,1263,Alliterative and edible,FR MGF RS,FROMAGE FRAIS,[730],[],275,Corkscrews,,,1
4516,341,S16E01: Pilgrims [19 | 22] Corkscrews,1263,Alliterative and edible,BT TRBNS,BUTTER BEANS,[727],[],274,Pilgrims,,,2
4517,341,S16E01: Pilgrims [19 | 22] Corkscrews,1263,Alliterative and edible,M LSMR NR,MOULES MARINIÈRE,[730],[],275,Corkscrews,,,3
4518,341,S16E01: Pilgrims [19 | 22] Corkscrews,1263,Alliterative and edible,PR KP,PORK PIE,"[727,728]",[],274,Pilgrims,,,4
4519,342,S16E02: Bridges [21 | 25] Whodunnits,1264,Reptilian phrases,SYL TRL LG TR,SEE YOU LATER ALLIGATOR,[734],[],276,Bridges,,,1
4520,342,S16E02: Bridges [21 | 25] Whodunnits,1264,Reptilian phrases,NW HLC RC DL,IN A WHILE CROCODILE,[737],[],277,Whodunnits,,,2
4521,342,S16E02: Bridges [21 | 25] Whodunnits,1264,Reptilian phrases,SN KNT HGR SS,(A) SNAKE IN THE GRASS,[737],[],277,Whodunnits,,,3
4522,342,S16E02: Bridges [21 | 25] Whodunnits,1264,Reptilian phrases,THT RTSN DT HHR,THE TORTOISE AND THE HARE,"[734,735]",[],276,Bridges,,,4
4523,342,S16E02: Bridges [21 | 25] Whodunnits,1265,A desert and a dessert,SH RNDB KDL SK,SAHARA AND BAKED ALASKA,[734],[],276,Bridges,,,1
4524,342,S16E02: Bridges [21 | 25] Whodunnits,1265,A desert and a dessert,KL HRNDK NC KRB CKRGL RY,KALAHARI AND KNICKERBOCKER GLORY,[737],[],277,Whodunnits,,,2
4525,342,S16E02: Bridges [21 | 25] Whodunnits,1265,A desert and a dessert,GR TBS NNDG Y PSYT RT,GREAT BASIN AND GYPSY TART,[734],[],276,Bridges,,,3
4526,342,S16E02: Bridges [21 | 25] Whodunnits,1265,A desert and a dessert,GBNDB LNCM NG,GOBI AND BLANCMANGE,[737],[],277,Whodunnits,,,4
4527,342,S16E02: Bridges [21 | 25] Whodunnits,1266,First women,VL NTNT RS HKV,VALENTINA TERESHKOVA,[738],[],277,Whodunnits,,,1
4528,342,S16E02: Bridges [21 | 25] Whodunnits,1266,First women,MR GRTT HTC HR,MARGARET THATCHER,[737],[],277,Whodunnits,,,2
4529,342,S16E02: Bridges [21 | 25] Whodunnits,1266,First women,R THFR NKL N,ARETHA FRANKLIN,[737],[],277,Whodunnits,,,3
4530,342,S16E02: Bridges [21 | 25] Whodunnits,1266,First women,V,EVE,[736],[],277,Whodunnits,,,4
4531,343,S16E03: Sliders [18 | 9] Ticket Collectors,1267,Food named after English counties,CMB RLN DSSG,CUMBERLAND SAUSAGE,[744],[],279,Ticket Collectors,,,1
4532,343,S16E03: Sliders [18 | 9] Ticket Collectors,1267,Food named after English counties,LN CSH RH TPT,LANCASHIRE HOTPOT,[739],[],278,Sliders,,,2
4533,343,S16E03: Sliders [18 | 9] Ticket Collectors,1267,Food named after English counties,Y RKS HRP DDNG,YORKSHIRE PUDDING,"[742,743,744]",[],279,Ticket Collectors,,,3
4534,343,S16E03: Sliders [18 | 9] Ticket Collectors,1267,Food named after English counties,BDF RDS HRCL NGR,BEDFORDSHIRE CLANGER,[740],[],278,Sliders,,,4
4535,343,S16E03: Sliders [18 | 9] Ticket Collectors,1268,Musicals made younger,THGR LNW HT,THE GIRL IN WHITE,[744],[],279,Ticket Collectors,,,1
4536,343,S16E03: Sliders [18 | 9] Ticket Collectors,1268,Musicals made younger,KT TN S,KITTENS,[739],[],278,Sliders,,,2
4537,343,S16E03: Sliders [18 | 9] Ticket Collectors,1268,Musicals made younger,THL NPR NC,THE LION PRINCE,"[740,741]",[],278,Sliders,,,3
4538,343,S16E03: Sliders [18 | 9] Ticket Collectors,1268,Musicals made younger,NR SRY FR CK,NURSERY OF ROCK,[739],[],278,Sliders,,,4
4539,343,S16E03: Sliders [18 | 9] Ticket Collectors,1269,Things people do when they're stressed,BTT HRNL S,BITE THEIR NAILS,"[740,741]",[],278,Sliders,,,1
4540,343,S16E03: Sliders [18 | 9] Ticket Collectors,1269,Things people do when they're stressed,S WT,SWEAT,[740],[],278,Sliders,,,2
4541,343,S16E03: Sliders [18 | 9] Ticket Collectors,1269,Things people do when they're stressed,S TM BLNT HR WR DS,STUMBLE ON THEIR WORDS,[742],[],279,Ticket Collectors,,,3
4542,343,S16E03: Sliders [18 | 9] Ticket Collectors,1269,Things people do when they're stressed,PL LT THR HR,PULL OUT THEIR HAIR,[739],[744],278,Sliders,279,Ticket Collectors,4
4543,343,S16E03: Sliders [18 | 9] Ticket Collectors,1270,People who have turned down a knighthood,STP HNHW KNG,STEPHEN HAWKING,"[742,743]",[],279,Ticket Collectors,,,1
4544,343,S16E03: Sliders [18 | 9] Ticket Collectors,1270,People who have turned down a knighthood,DV DBW,DAVID BOWIE,[],[],,,,,2
4545,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1271,Across a river from each other,BR KLY NN DM NHT TN,BROOKLYN AND MANHATTAN,[746],[748],280,Puzzle Hunters,281,Walruses,1
4546,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1271,Across a river from each other,KN SHSN DBRZ ZVLL,KINSHASA AND BRAZZAVILLE,[748],[],281,Walruses,,,2
4547,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1271,Across a river from each other,S SXN DKNT,ESSEX AND KENT,[748],[746],281,Walruses,280,Puzzle Hunters,3
4548,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1271,Across a river from each other,FR NCN DGR M NY,FRANCE AND GERMANY,[301],[],280,Puzzle Hunters,,,4
4549,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1272,Can go before Trump,DN LDJ,DONALD J,[301],[],280,Puzzle Hunters,,,1
4550,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1272,Can go before Trump,J D D,JUDD,[746],[],280,Puzzle Hunters,,,2
4551,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1272,Can go before Trump,NN,ONE NO,[745],[],280,Puzzle Hunters,,,3
4552,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1272,Can go before Trump,TR MPT YTR MPT RM PTR MP,TRUMPETY TRUMP TRUMP TRUMP,[749],[],281,Walruses,,,4
4553,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1273,Can all be called 'bogey',NVR P RNG LF,ONE OVER PAR IN GOLF,[301],[],280,Puzzle Hunters,,,1
4554,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1273,Can all be called 'bogey',N SL MC S,NASAL MUCUS,[745],[],280,Puzzle Hunters,,,2
4555,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1273,Can all be called 'bogey',N MY RC RF T,ENEMY AIRCRAFT,[301],[],280,Puzzle Hunters,,,3
4556,344,S16E04: Puzzle Hunters [28 | 19] Walruses,1273,Can all be called 'bogey',HMP HR YB GR T,HUMPHREY BOGART,[749],[],281,Walruses,,,4
4557,345,S16E05: Barons [24 | 18] Whitcombes,1274,Items that make up the Crown Jewels,SXS WRDS,SIX SWORDS,[753],[],283,Whitcombes,,,1
4558,345,S16E05: Barons [24 | 18] Whitcombes,1274,Items that make up the Crown Jewels,S XTN TR MP TS,SIXTEEN TRUMPETS,[752],[],282,Barons,,,2
4559,345,S16E05: Barons [24 | 18] Whitcombes,1274,Items that make up the Crown Jewels,NSP N,ONE SPOON,[],[],,,,,3
4560,345,S16E05: Barons [24 | 18] Whitcombes,1274,Items that make up the Crown Jewels,TH RTNC RWN S,THIRTEEN CROWNS,[751],[],282,Barons,,,4
4561,345,S16E05: Barons [24 | 18] Whitcombes,1275,Comedians crossed with songs,CHR SRCKR NDT HCL CK,CHRIS ROCK AROUND THE CLOCK,[751],[],282,Barons,,,1
4562,345,S16E05: Barons [24 | 18] Whitcombes,1275,Comedians crossed with songs,JNR VRSFB BYLN,JOAN RIVERS OF BABYLON,[751],[],282,Barons,,,2
4563,345,S16E05: Barons [24 | 18] Whitcombes,1275,Comedians crossed with songs,LMC KTHK NF,LEE MACK THE KNIFE,"[750,751]",[],282,Barons,,,3
4564,345,S16E05: Barons [24 | 18] Whitcombes,1275,Comedians crossed with songs,SR HSL VRM NNT HMN,SARAH SILVERMAN ON THE MOON,[],[],,,,,4
4565,345,S16E05: Barons [24 | 18] Whitcombes,1276,Cricketing idioms,PLYW THS TRG HTBT,PLAY WITH A STRAIGHT BAT,[751],[],282,Barons,,,1
4566,345,S16E05: Barons [24 | 18] Whitcombes,1276,Cricketing idioms,NST CK YWC KT,ON A STICKY WICKET,[751],[],282,Barons,,,2
4567,345,S16E05: Barons [24 | 18] Whitcombes,1276,Cricketing idioms,HVG DNNN GS,HAVE A GOOD INNINGS,[751],[],282,Barons,,,3
4568,346,S16E06: Dungeon Masters [18 | 13] Severns,1277,Cops,CHFW GGM,CHIEF WIGGUM,[757],[],284,Dungeon Masters,,,1
4569,346,S16E06: Dungeon Masters [18 | 13] Severns,1277,Cops,DXN FDC KGRN,DIXON OF DOCK GREEN,[760],[],285,Severns,,,2
4570,346,S16E06: Dungeon Masters [18 | 13] Severns,1277,Cops,LTN NTCL MB,LIEUTENANT COLUMBO,[760],[],285,Severns,,,3
4571,346,S16E06: Dungeon Masters [18 | 13] Severns,1277,Cops,CRS SDDC K,CRESSIDA DICK,[757],[],284,Dungeon Masters,,,4
4572,346,S16E06: Dungeon Masters [18 | 13] Severns,1278,Robbers,DC KTR PN,DICK TURPIN,[760],[],285,Severns,,,1
4573,346,S16E06: Dungeon Masters [18 | 13] Severns,1278,Robbers,THF RTYT HVS,THE FORTY THIEVES,[757],[],284,Dungeon Masters,,,2
4574,346,S16E06: Dungeon Masters [18 | 13] Severns,1278,Robbers,RND LR,IRENE ADLER,[],[],,,,,3
4575,346,S16E06: Dungeon Masters [18 | 13] Severns,1278,Robbers,RNNB GGS,RONNIE BIGGS,[759],[],285,Severns,,,4
4576,346,S16E06: Dungeon Masters [18 | 13] Severns,1279,British actors and their Shakespearean roles,GLN DJCK SN NDK NG LR,GLENDA JACKSON AND KING LEAR,[760],[],285,Severns,,,1
4577,346,S16E06: Dungeon Masters [18 | 13] Severns,1279,British actors and their Shakespearean roles,MXNP KN DHM LT,MAXINE PEAKE AND HAMLET,[756],[],284,Dungeon Masters,,,2
4578,346,S16E06: Dungeon Masters [18 | 13] Severns,1279,British actors and their Shakespearean roles,JNTM CTRN DPT RCH,JANET MCTEER AND PETRUCHIO,[],[],,,,,3
4579,347,S16E07: Après Skiers [18 | 17] Colleagues,1280,They use a mirror when doing their job,DN TST,DENTIST,"[765,766,767]",[],287,Colleagues,,,1
4580,347,S16E07: Après Skiers [18 | 17] Colleagues,1280,They use a mirror when doing their job,TXD RVR,TAXI DRIVER,"[762,763,764]",[],286,Après Skiers,,,2
4581,347,S16E07: Après Skiers [18 | 17] Colleagues,1280,They use a mirror when doing their job,RCH ST RLRG NST,ORCHESTRAL ORGANIST,[],[],,,,,3
4582,347,S16E07: Après Skiers [18 | 17] Colleagues,1280,They use a mirror when doing their job,H RDR SSR,HAIRDRESSER,[765],[],287,Colleagues,,,4
4583,347,S16E07: Après Skiers [18 | 17] Colleagues,1281,Books in the 'Horrible Histories' series,RTT NR MNS,ROTTEN ROMANS,"[762,763]",[],286,Après Skiers,,,1
4584,347,S16E07: Après Skiers [18 | 17] Colleagues,1281,Books in the 'Horrible Histories' series,NG RYZ TCS,ANGRY AZTECS,[762],[],286,Après Skiers,,,2
4585,347,S16E07: Après Skiers [18 | 17] Colleagues,1281,Books in the 'Horrible Histories' series,VLL NSV CT RNS,VILLAINOUS VICTORIANS,[765],[],287,Colleagues,,,3
4586,347,S16E07: Après Skiers [18 | 17] Colleagues,1281,Books in the 'Horrible Histories' series,GR GSG RG NS,GORGEOUS GEORGIANS,[762],[],286,Après Skiers,,,4
4587,347,S16E07: Après Skiers [18 | 17] Colleagues,1282,Romantic flower names,LVNM ST,LOVE-IN-A-MIST,[],[764],,,286,Après Skiers,1
4588,347,S16E07: Après Skiers [18 | 17] Colleagues,1282,Romantic flower names,KS SMV RT HGR DNGT,KISS-ME-OVER-THE-GARDEN-GATE,[762],[],286,Après Skiers,,,2
4589,347,S16E07: Après Skiers [18 | 17] Colleagues,1282,Romantic flower names,LVL SBL DNG,LOVE-LIES-BLEEDING,[],[],,,,,3
4590,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1283,They snap,BR NC HS,BRANCHES,[769],[],288,Polyhymnians,,,1
4591,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1283,They snap,CH LLST ND NS,ACHILLES TENDONS,[768],[],288,Polyhymnians,,,2
4592,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1283,They snap,SHR TT MP RDP PL,SHORT TEMPERED PEOPLE,[772],[],289,Sandy Shores,,,3
4593,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1283,They snap,CM RS,CAMERAS,[773],[],289,Sandy Shores,,,4
4594,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1284,They crackle,BNF RS,BONFIRES,[769],[],288,Polyhymnians,,,1
4595,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1284,They crackle,RDS,RADIOS (accepted REEDS),[768],[],288,Polyhymnians,,,2
4596,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1284,They crackle,P RKR ND,PORK RIND,[769],[],288,Polyhymnians,,,3
4597,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1284,They crackle,CR SPP CK TS,CRISP PACKETS,[768],[],288,Polyhymnians,,,4
4598,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1285,They pop,CN SFP RN GLS,CANS OF PRINGLES,[769],[],288,Polyhymnians,,,1
4599,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1285,They pop,BL LNS,BALLOONS,[771],[],289,Sandy Shores,,,2
4600,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1285,They pop,BB BLW RP,BUBBLE WRAP,[768],[],288,Polyhymnians,,,3
4601,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1285,They pop,CHM PG NC RKS,CHAMPAGNE CORKS,"[768,769]",[],288,Polyhymnians,,,4
4602,348,S16E08: Polyhymnians [21 | 20] Sandy Shores,1286,Cereal mascots,TN YT HTGR,TONY THE TIGER,[],[],,,,,1
4603,349,S16E09: Pilgrims [25 | 26] Bridges,1287,November events,BN FR NG HT,BONFIRE NIGHT,"[727,728]",[],274,Pilgrims,,,1
4604,349,S16E09: Pilgrims [25 | 26] Bridges,1287,November events,MR CNL CT NS,AMERICAN ELECTIONS,[734],[],276,Bridges,,,2
4605,349,S16E09: Pilgrims [25 | 26] Bridges,1287,November events,LLS NT SDY,ALL SAINTS' DAY,[734],[],276,Bridges,,,3
4606,349,S16E09: Pilgrims [25 | 26] Bridges,1287,November events,RMM BR NCS NDY,REMEMBRANCE SUNDAY,[734],[],276,Bridges,,,4
4607,349,S16E09: Pilgrims [25 | 26] Bridges,1288,Birds,GR TTT,GREAT TIT,"[734,735]",[],276,Bridges,,,1
4608,349,S16E09: Pilgrims [25 | 26] Bridges,1288,Birds,BRW NB BY,BROWN BOOBY,[727],[734],274,Pilgrims,276,Bridges,2
4609,349,S16E09: Pilgrims [25 | 26] Bridges,1288,Birds,CRM YRM PDM NR,CREAMY-RUMPED MINER,[],[],,,,,3
4610,349,S16E09: Pilgrims [25 | 26] Bridges,1288,Birds,RP NS HG,EUROPEAN SHAG,[735],[],276,Bridges,,,4
4611,349,S16E09: Pilgrims [25 | 26] Bridges,1289,Comedians merged with Dickens title characters,ST VMR TNCHZ ZLWT,STEVE MARTIN CHUZZLEWIT,[727],[],274,Pilgrims,,,1
4612,349,S16E09: Pilgrims [25 | 26] Bridges,1289,Comedians merged with Dickens title characters,LR RYDV DCP PRFLD,LARRY DAVID COPPERFIELD,[734],[],276,Bridges,,,2
4613,349,S16E09: Pilgrims [25 | 26] Bridges,1289,Comedians merged with Dickens title characters,JH NLV RT WST,JOHN OLIVER TWIST,[734],[],276,Bridges,,,3
4614,349,S16E09: Pilgrims [25 | 26] Bridges,1289,Comedians merged with Dickens title characters,SY DLT TLD RRT,SYD LITTLE DORRIT,[734],[],276,Bridges,,,4
4615,350,S16E10: Ticket Collectors [14 | 21] Walruses,1290,Scuba diving equipment,DVN GCY LN DR,DIVING CYLINDER,[744],[],279,Ticket Collectors,,,1
4616,350,S16E10: Ticket Collectors [14 | 21] Walruses,1290,Scuba diving equipment,RGL TR,REGULATOR,[749],[],281,Walruses,,,2
4617,350,S16E10: Ticket Collectors [14 | 21] Walruses,1290,Scuba diving equipment,BYN CYC MPN STR,BUOYANCY COMPENSATOR,[749],[],281,Walruses,,,3
4618,350,S16E10: Ticket Collectors [14 | 21] Walruses,1290,Scuba diving equipment,DPT HGG,DEPTH GAUGE,[749],[],281,Walruses,,,4
4619,350,S16E10: Ticket Collectors [14 | 21] Walruses,1291,Expressions about expressions,SM LND THW RLDSM LSW THY,SMILE AND THE WORLD SMILES WITH YOU,[749],[],281,Walruses,,,1
4620,350,S16E10: Ticket Collectors [14 | 21] Walruses,1291,Expressions about expressions,CRYN DYCR YLN,CRY AND YOU CRY ALONE,[749],[],281,Walruses,,,2
4621,350,S16E10: Ticket Collectors [14 | 21] Walruses,1291,Expressions about expressions,TR NTH TFRW NP SDD WN,TURN THAT FROWN UPSIDE DOWN,[749],[],281,Walruses,,,3
4622,350,S16E10: Ticket Collectors [14 | 21] Walruses,1291,Expressions about expressions,GR NND BRT,GRIN AND BEAR IT,[749],[],281,Walruses,,,4
4623,350,S16E10: Ticket Collectors [14 | 21] Walruses,1292,Unusual pets and their famous owners,BRN DL RDB YRN,BEAR AND LORD BYRON,[749],[743],281,Walruses,279,Ticket Collectors,1
4624,350,S16E10: Ticket Collectors [14 | 21] Walruses,1292,Unusual pets and their famous owners,KN GRND LVSP RSLY,KANGAROO AND ELVIS PRESLEY,[749],[],281,Walruses,,,2
4625,350,S16E10: Ticket Collectors [14 | 21] Walruses,1292,Unusual pets and their famous owners,CLTN DSL VD RDL,OCELOT AND SALVADOR DALI,[],[],,,,,3
4626,351,S16E11: Whitcombes [15 | 22] Severns,1293,They have long arms,CH MP NZS,CHIMPANZEES,"[753,754]",[],283,Whitcombes,,,1
4627,351,S16E11: Whitcombes [15 | 22] Severns,1293,They have long arms,NS P CT RGD GT,INSPECTOR GADGET,[761],[],285,Severns,,,2
